,frame_name,count,ex1,ex2,ex3,ex4,ex5,Anders,Meriem,Terne,Steffen,Paul
40,Giving,473,"Instead , the meaning and intention of a given sentence have to be reexpressed in a natural and fluent way in another language . | Text : given | Annotation Set : [{'name': 'Theme', 'spans': [{'start': 9, 'end': 10, 'text': 'sentence'}]}]","According to a study by Kopczynski -LRB- 1994 -RRB- , fluency and style were third on a list of priorities -LRB- after content and terminology -RRB- of elements rated by speakers and attendees as contributing to quality . | Text : contributing | Annotation Set : [{'name': 'Recipient', 'spans': [{'start': 35, 'end': 37, 'text': 'to quality'}]}]","< newSection > 3 Automatic Simultaneous Translation Given the explanations above on human interpretation , one has to weigh two factors when considering the use of simultaneous translation systems : translation quality and cost . | Text : Given | Annotation Set : [{'name': 'Theme', 'spans': [{'start': 8, 'end': 14, 'text': 'the explanations above on human interpretation'}]}]","< newSection > 4 Evaluation Tasks The evaluation is carried out on the simultaneously translated speech of a single speaker 's talks and lectures in the field of speech processing , given in English , and translated into Spanish . | Text : given | Annotation Set : [{'name': 'Recipient', 'spans': [{'start': 32, 'end': 34, 'text': 'in English'}]}, {'name': 'Theme', 'spans': [{'start': 36, 'end': 37, 'text': 'translated'}]}]","At a second stage , the answers are analysed : for each answer a Spanish validator gives a score according to a binary scale -LRB- the information is either correct or incorrect -RRB- . | Text : gives | Annotation Set : [{'name': 'Donor', 'spans': [{'start': 11, 'end': 13, 'text': 'each answer'}]}, {'name': 'Theme', 'spans': [{'start': 17, 'end': 19, 'text': 'a score'}]}]",0,0,0,0,0
41,Ordinal_numbers,452,"The first of these is argument indexing and its relationship to semantic role labelling , the second is semantic dependency structure . | Text : first | Annotation Set : [{'name': 'Item', 'spans': [{'start': 0, 'end': 4, 'text': 'The first of these'}]}]","The first , argument indexing -LRB- §3 -RRB- , is a relatively clear case in which the constraints imposed by grammar engineering have a significant effect on choice between plausible alternatives . | Text : first | Annotation Set : []","For instance , in Fig 1 , the third line contains the EPs corresponding to the -LRB- single node -RRB- backbone tree and the first two lines show the EPs comprising the tree for the quantified NP -LRB- one node for the quantifier and one for the N ' which it connects to via the RSTR and its qeq -RRB- . | Text : third | Annotation Set : [{'name': 'Type', 'spans': [{'start': 9, 'end': 10, 'text': 'line'}]}]","For instance , in Fig 1 , the third line contains the EPs corresponding to the -LRB- single node -RRB- backbone tree and the first two lines show the EPs comprising the tree for the quantified NP -LRB- one node for the quantifier and one for the N ' which it connects to via the RSTR and its qeq -RRB- . | Text : first | Annotation Set : []","For instance , we should distinguish between the ‘depart’ and ‘bequeath’ senses of leave because the first takes an ARG1 and an ARG2 -LRB- op-tional -RRB- and the second ARG1 , ARG2 -LRB- optional -RRB- , ARG3 . | Text : first | Annotation Set : []",0,0,0,0,0
42,Reasoning,437,"Our experiments show that our discourselevel , cognitively-motivated features improve automatic readability assessment . | Text : show | Annotation Set : [{'name': 'Content', 'spans': [{'start': 3, 'end': 13, 'text': 'that our discourselevel , cognitively-motivated features improve automatic readability assessment'}]}]","While such features are essential , we argue that audiencespecific features that model the cognitive characteristics of a user group can improve the accuracy of a readability assessment tool . | Text : argue | Annotation Set : [{'name': 'Content', 'spans': [{'start': 8, 'end': 29, 'text': 'that audiencespecific features that model the cognitive characteristics of a user group can improve the accuracy of a readability assessment tool'}]}, {'name': 'Arguer', 'spans': [{'start': 6, 'end': 7, 'text': 'we'}]}]","The only two features which did not show a significant difference -LRB- p > 0.01 -RRB- between the complex and simple versions of the articles were : average lexical chain length -LRB- aLCL -RRB- and number of lexical chains with span greater than half the document length -LRB- nLC2 -RRB- . | Text : show | Annotation Set : [{'name': 'Content', 'spans': [{'start': 8, 'end': 31, 'text': 'a significant difference -LRB- p > 0.01 -RRB- between the complex and simple versions of the articles were : average lexical chain length'}]}, {'name': 'Arguer', 'spans': [{'start': 4, 'end': 5, 'text': 'which'}]}]","This study has also demonstrated the value of collecting readability judgments from target users when designing a readability assessment tool . | Text : demonstrated | Annotation Set : [{'name': 'Content', 'spans': [{'start': 5, 'end': 20, 'text': 'the value of collecting readability judgments from target users when designing a readability assessment tool'}]}, {'name': 'Arguer', 'spans': [{'start': 1, 'end': 2, 'text': 'study'}]}]","We have demonstrated the usefulness of these novel features in modeling the grade level of elementary school texts and in correlating to readability judgments from adults with ID . | Text : demonstrated | Annotation Set : [{'name': 'Content', 'spans': [{'start': 9, 'end': 28, 'text': 'in modeling the grade level of elementary school texts and in correlating to readability judgments from adults with ID'}]}, {'name': 'Support', 'spans': [{'start': 3, 'end': 9, 'text': 'the usefulness of these novel features'}]}, {'name': 'Arguer', 'spans': [{'start': 0, 'end': 1, 'text': 'We'}]}]",0,0,0,0,0
43,Information,431,"In particular , we use a structure representation derived from the dependency parse trees of T and H , which aims to capture the essential information they convey . | Text : information | Annotation Set : [{'name': 'Information', 'spans': [{'start': 25, 'end': 26, 'text': 'information'}]}]","Following this , another non-trivial task is to determine the way this knowledge interacts with the rest of information conveyed in an entailment pair . | Text : information | Annotation Set : [{'name': 'Information', 'spans': [{'start': 18, 'end': 19, 'text': 'information'}]}]","In all these cases , the additional information conveyed by the text or the hypothesis which can not be captured by our current approach , affects the entailment . | Text : information | Annotation Set : [{'name': 'Information', 'spans': [{'start': 7, 'end': 8, 'text': 'information'}]}]","Consider cases such as threaten to boycott and boycott or similar constructions with other embedding verbs such as manage , forget , attempt . | Text : forget | Annotation Set : []","Each item contains information about the sentence 's structure , and a successful parsing process produces at least one final item providing a full dependency analysis for the sentence or guaranteeing its existence . | Text : information | Annotation Set : [{'name': 'Information', 'spans': [{'start': 3, 'end': 4, 'text': 'information'}]}, {'name': 'Topic', 'spans': [{'start': 4, 'end': 9, 'text': ""about the sentence 's structure""}]}]",0,0,0,0,0
44,Existence,386,"1. There are M feature functions h1 , ... | Text : There are | Annotation Set : [{'name': 'Entity', 'spans': [{'start': 3, 'end': 4, 'text': 'M'}]}]","If there is an obvious disagreement , it is probably caused by wrong attachment or other syntactic mistakes in parsing . | Text : there is | Annotation Set : [{'name': 'Entity', 'spans': [{'start': 3, 'end': 6, 'text': 'an obvious disagreement'}]}]","We found that there is a significant difference with the baseline -LRB- t -LRB- 3717 -RRB- = 6.42 , p < .01 -RRB- . | Text : there is | Annotation Set : [{'name': 'Entity', 'spans': [{'start': 5, 'end': 23, 'text': 'a significant difference with the baseline -LRB- t -LRB- 3717 -RRB- = 6.42 , p < .01 -RRB-'}]}]","However , the applicability of these systems is limited to those words for which labeled data exists , and their accuracy is strongly correlated with the amount of labeled data available . | Text : exists | Annotation Set : [{'name': 'Entity', 'spans': [{'start': 15, 'end': 16, 'text': 'data'}]}]","The idea here is to leverage the existing English FrameNet and rely on word or constituent alignments to automatically create an annotated corpus in a new language . | Text : existing | Annotation Set : [{'name': 'Entity', 'spans': [{'start': 11, 'end': 27, 'text': 'rely on word or constituent alignments to automatically create an annotated corpus in a new language'}]}]",0,0,0,0,0
45,Time_vector,369,"A key assumption underlying previous work is that the context surrounding an ambiguous word is indicative of its meaning . | Text : previous | Annotation Set : [{'name': 'Event', 'spans': [{'start': 5, 'end': 6, 'text': 'work'}]}]","Although the bulk of previous work has been devoted to the disambiguation problem1 , there are good reasons to believe that sense induction may be able to overcome some of the issues associated with WSD . | Text : previous | Annotation Set : []","Furthermore , recent work in machine translation -LRB- Vickrey et al. , 2005 -RRB- and information retrieval -LRB- V´eronis , 2004 -RRB- indicates that induced senses can lead to improved performance in areas where methods based on a fixed sense inventory have previously failed -LRB- Carpuat and Wu , 2005 ; Voorhees , 1993 -RRB- . | Text : previously | Annotation Set : [{'name': 'Event', 'spans': [{'start': 34, 'end': 41, 'text': 'methods based on a fixed sense inventory'}]}, {'name': 'Direction', 'spans': [{'start': 42, 'end': 43, 'text': 'previously'}]}]",This is in marked contrast with previous LDA-based models which mostly take only word-based information into account . | Text : previous | Annotation Set : [],"Unlike the work mentioned above , we do not rely on a pre-existing list of senses , and do not assume a correspondence between our automatically derived sense-clusters and those of any given inventory.2 A key element in these previous attempts at adapting LDA for WSD is the tendency to remain at a high level , document-like , setting . | Text : previous | Annotation Set : []",0,0,0,0,0
46,Cause_to_make_progress,366,"Future work will focus on fine-tuning the verb FST , developing an FST for nouns , and applying this same approach to other Semitic languages . | Text : developing | Annotation Set : [{'name': 'Project', 'spans': [{'start': 11, 'end': 15, 'text': 'an FST for nouns'}]}]","The first step is used to improve the generalization power of the model . | Text : improve | Annotation Set : [{'name': 'Agent', 'spans': [{'start': 0, 'end': 3, 'text': 'The first step'}]}, {'name': 'Project', 'spans': [{'start': 7, 'end': 13, 'text': 'the generalization power of the model'}]}]","This means that re-ranking the m-best hypotheses in a convenient way could improve the SLU performance . | Text : improve | Annotation Set : [{'name': 'Agent', 'spans': [{'start': 3, 'end': 11, 'text': 're-ranking the m-best hypotheses in a convenient way'}]}, {'name': 'Project', 'spans': [{'start': 13, 'end': 16, 'text': 'the SLU performance'}]}]","We note that our re-rankers relevantly improve our baselines , i.e. the FST and SVM concept classifiers on both corpora . | Text : improve | Annotation Set : [{'name': 'Agent', 'spans': [{'start': 3, 'end': 5, 'text': 'our re-rankers'}]}, {'name': 'Project', 'spans': [{'start': 7, 'end': 9, 'text': 'our baselines'}]}]","For example , SVM reranker using STK , MT and RR-A improves FST concept classifier of 23.2-15.6 = 7.6 points . | Text : improves | Annotation Set : [{'name': 'Agent', 'spans': [{'start': 5, 'end': 11, 'text': 'using STK , MT and RR-A'}]}, {'name': 'Project', 'spans': [{'start': 12, 'end': 20, 'text': 'FST concept classifier of 23.2-15.6 = 7.6 points'}]}]",0,0,0,0,0
47,People,364,"< newSection > Abstract We present a Hebrew to English transliteration method in the context of a machine translation system . | Text : English | Annotation Set : [{'name': 'Person', 'spans': [{'start': 9, 'end': 10, 'text': 'English'}]}]","This paper addresses transliteration from Hebrew to English as part of a machine translation system . | Text : English | Annotation Set : [{'name': 'Person', 'spans': [{'start': 7, 'end': 8, 'text': 'English'}]}]","Transliteration of terms from Hebrew into English is a hard task , for the most part because of the differences in the phonological and orthographic systems of the two languages . | Text : English | Annotation Set : [{'name': 'Person', 'spans': [{'start': 6, 'end': 7, 'text': 'English'}]}]","On the one hand , many NEs should be translated rather than transliterated , for example : 1 m $ rd hm $ p @ im misrad hamishpatim ministry-of the-sentences ‘Ministry of Justice’ 1To facilitate readability , examples are presented with interlinear gloss , including an ASCII representation of Hebrew orthography followed by a broad phonemic transcription , a word-for-word gloss in English where relevant , and the corresponding free text in English . | Text : English | Annotation Set : [{'name': 'Person', 'spans': [{'start': 62, 'end': 63, 'text': 'English'}]}]","On the one hand , many NEs should be translated rather than transliterated , for example : 1 m $ rd hm $ p @ im misrad hamishpatim ministry-of the-sentences ‘Ministry of Justice’ 1To facilitate readability , examples are presented with interlinear gloss , including an ASCII representation of Hebrew orthography followed by a broad phonemic transcription , a word-for-word gloss in English where relevant , and the corresponding free text in English . | Text : English | Annotation Set : [{'name': 'Person', 'spans': [{'start': 72, 'end': 73, 'text': 'English'}]}]",0,0,0,0,0
48,Encoding,358,Each candidate annotation si is described by a word sequence where each word is followed by its concept annotation . | Text : word | Annotation Set : [],< newSection > 4 Classification Frequencies of words in word categories were determined using Linguistic Inquiry and Word Count -LRB- LIWC -RRB- . | Text : Word | Annotation Set : [],"This set also contains the abbreviations and emotional expressions `` lol '' , `` ur '' , `` tru '' , `` wat '' , and `` haha '' . | Text : expressions | Annotation Set : []",Some of the expressions could be characteristic of particular individuals . | Text : expressions | Annotation Set : [],"All 756 samples were divided into 126 `` documents , '' each consisting of all six samples of a person 's expression in a single genre , regardless of topic . | Text : expression | Annotation Set : [{'name': 'Speaker', 'spans': [{'start': 18, 'end': 21, 'text': ""a person 's""}]}]",0,0,0,0,0
49,Importance,357,"However , there are a significant number of more complex cases of coordination that defy this generalization and that make the parsing task of detecting the right scope of individual conjuncts and correctly delineating the correct scope of the coordinate structure as a whole difficult . | Text : significant | Annotation Set : [{'name': 'Factor', 'spans': [{'start': 6, 'end': 7, 'text': 'number'}]}]","Complex coordinations can take up a considerable part of the input string and accordingly of the overall sentence structure . | Text : considerable | Annotation Set : [{'name': 'Factor', 'spans': [{'start': 7, 'end': 8, 'text': 'part'}]}]","2. The introduction of partial brackets that delimit the scope of the coordination improve overall results on the full test set by 4.7 percent points , a rather significant improvement when we consider that only approximately one third of the test sentences were modified . | Text : significant | Annotation Set : [{'name': 'Interested_party', 'spans': [{'start': 27, 'end': 28, 'text': 'rather'}]}, {'name': 'Factor', 'spans': [{'start': 29, 'end': 30, 'text': 'improvement'}]}]","More generally , experiment 4 suggests that for the notoriously difficult problem of parsing coordination structures , a hybrid approach that combines parse selection of n best analyses with pre-bracketed scope in the input results in a considerable reduction in error rate compared to each of these methods used in isolation . | Text : considerable | Annotation Set : [{'name': 'Factor', 'spans': [{'start': 38, 'end': 39, 'text': 'reduction'}]}]","< newSection > 8 Related Work Parsing of coordinate structures for English has received considerable attention in computational linguistics . | Text : considerable | Annotation Set : [{'name': 'Factor', 'spans': [{'start': 15, 'end': 16, 'text': 'attention'}]}]",0,0,0,0,0
50,Coming_to_believe,353,"< newSection > Abstract We present parsing algorithms for various mildly non-projective dependency formalisms . | Text : Abstract | Annotation Set : [{'name': 'Content', 'spans': [{'start': 4, 'end': 14, 'text': 'We present parsing algorithms for various mildly non-projective dependency formalisms'}]}]","The parsing schema approach considers parsing as deduction , generating intermediate results called items . | Text : deduction | Annotation Set : []","An initial set of items is obtained from the input sentence , and the parsing process involves deduction steps which produce new items from existing ones . | Text : deduction | Annotation Set : []","To define a parser by means of a schema , we must define an item set and provide a set of deduction steps that operate on it . | Text : deduction | Annotation Set : []","These concepts can be used to prove the correctness of a parser : for each input string , a parsing schema 's deduction steps allow us to infer a set of items , called valid items for that string . | Text : deduction | Annotation Set : [{'name': 'Cognizer', 'spans': [{'start': 18, 'end': 22, 'text': ""a parsing schema 's""}]}]",0,0,0,0,0
51,Arriving,340,"Our method has several benefits : We apply our method to the most recent version of Cornetto -LRB- Vossen et al. , 2007 -RRB- , an extension of the Dutch WordNet , and we experiment with various parameters of the algorithm , in order to arrive at a good setting for porting the method to other languages . | Text : arrive | Annotation Set : [{'name': 'Goal', 'spans': [{'start': 46, 'end': 57, 'text': 'at a good setting for porting the method to other languages'}]}]","The authors start with an English subjectivity lexicon with 6 , 856 entries , OpinionFinder -LRB- Wiebe and Riloff , 2005 -RRB- , and automatically translate it into Romanian using two bilingual dictionaries , obtaining a Romanian lexicon with 4 , 983 entries . | Text : entries | Annotation Set : [{'name': 'Theme', 'spans': [{'start': 3, 'end': 10, 'text': 'with an English subjectivity lexicon with 6'}]}]","The authors start with an English subjectivity lexicon with 6 , 856 entries , OpinionFinder -LRB- Wiebe and Riloff , 2005 -RRB- , and automatically translate it into Romanian using two bilingual dictionaries , obtaining a Romanian lexicon with 4 , 983 entries . | Text : entries | Annotation Set : []","A manual evaluation of a sample of 123 entries of this lexicon showed that 50 % of the entries do indicate subjectivity . | Text : entries | Annotation Set : [{'name': 'Theme', 'spans': [{'start': 9, 'end': 12, 'text': 'of this lexicon'}]}]",A manual evaluation of a sample of 123 entries of this lexicon showed that 50 % of the entries do indicate subjectivity . | Text : entries | Annotation Set : [],0,0,0,0,0
52,Choosing,337,"We chose the system of Otterbacher et al . | Text : chose | Annotation Set : [{'name': 'Cognizer', 'spans': [{'start': 0, 'end': 1, 'text': 'We'}]}, {'name': 'Chosen', 'spans': [{'start': 2, 'end': 8, 'text': 'the system of Otterbacher et al'}]}]","< newSection > 6 Evaluation We randomly selected 23 company stock names , and constructed a document collection for each containing all the news provided in the Yahoo ! | Text : selected | Annotation Set : [{'name': 'Cognizer', 'spans': [{'start': 5, 'end': 6, 'text': 'We'}]}, {'name': 'Chosen', 'spans': [{'start': 8, 'end': 21, 'text': '23 company stock names , and constructed a document collection for each containing'}]}]","Fi nance news feed for that company in a period of two days -LRB- the time period was chosen randomly -RRB- . | Text : chosen | Annotation Set : [{'name': 'Chosen', 'spans': [{'start': 19, 'end': 20, 'text': 'randomly'}]}]","When selecting the company names , we took care of not picking those which have only a few news articles for that period of time . | Text : selecting | Annotation Set : [{'name': 'Chosen', 'spans': [{'start': 2, 'end': 5, 'text': 'the company names'}]}]","When selecting the company names , we took care of not picking those which have only a few news articles for that period of time . | Text : picking | Annotation Set : [{'name': 'Cognizer', 'spans': [{'start': 6, 'end': 7, 'text': 'we'}]}, {'name': 'Chosen', 'spans': [{'start': 12, 'end': 25, 'text': 'those which have only a few news articles for that period of time'}]}]",0,0,0,0,0
53,Desirability,334,"We present a head to head evaluation and find that our performance is significantly better than the competition . | Text : better | Annotation Set : [{'name': 'Comparison_set', 'spans': [{'start': 15, 'end': 18, 'text': 'than the competition'}]}, {'name': 'Evaluee', 'spans': [{'start': 10, 'end': 12, 'text': 'our performance'}]}, {'name': 'Degree', 'spans': [{'start': 13, 'end': 14, 'text': 'significantly'}]}]","Rather we limit ourselves to particular papers and systems that have had the greatest impact on , and similarity to , ours . | Text : greatest | Annotation Set : [{'name': 'Evaluee', 'spans': [{'start': 14, 'end': 15, 'text': 'impact'}]}]","Their EM requires careful initialization — sufficiently careful that the EM version only performs 0.4 % better than the initialized program alone . | Text : better | Annotation Set : [{'name': 'Comparison_set', 'spans': [{'start': 17, 'end': 22, 'text': 'than the initialized program alone'}]}, {'name': 'Evaluee', 'spans': [{'start': 14, 'end': 16, 'text': '0.4 %'}]}]","The system uses the conventional ranking approach , applying a maximum-entropy classifier to pairs of pronoun and potential antecedent and selecting the best antecedent . | Text : best | Annotation Set : [{'name': 'Evaluee', 'spans': [{'start': 23, 'end': 24, 'text': 'antecedent'}]}]","By the time we start training the gender assignment probabilities the model has learned to prefer nearer antecedents as well as ones with other desirable properties . | Text : desirable | Annotation Set : [{'name': 'Evaluee', 'spans': [{'start': 25, 'end': 26, 'text': 'properties'}]}]",0,0,0,0,0
54,Intentionally_create,323,"We tested our approach on the MEDIA corpus -LRB- human-machine dialogs -RRB- and on a new corpus -LRB- human-machine and humanhuman dialogs -RRB- produced in the European LUNA project . | Text : produced | Annotation Set : [{'name': 'Created_entity', 'spans': [{'start': 18, 'end': 22, 'text': 'human-machine and humanhuman dialogs'}]}, {'name': 'Time', 'spans': [{'start': 24, 'end': 29, 'text': 'in the European LUNA project'}]}]","To evaluate the above kernels between two T1 and T2 , we need to define a set F = -LCB- f1 , f2 , . | Text : set | Annotation Set : [{'name': 'Created_entity', 'spans': [{'start': 18, 'end': 19, 'text': '='}]}]","More specifically , in our approach , we use tree fragments to establish the order of correctness between two alternative annotations . | Text : establish | Annotation Set : [{'name': 'Creator', 'spans': [{'start': 7, 'end': 8, 'text': 'we'}]}, {'name': 'Created_entity', 'spans': [{'start': 13, 'end': 17, 'text': 'the order of correctness'}]}]","Given the small size of LUNA corpus , we did not carried out parameterization on a development set but we used default or a priori parameters . | Text : set | Annotation Set : [{'name': 'Created_entity', 'spans': [{'start': 12, 'end': 17, 'text': 'out parameterization on a development'}]}]","Regarding the generation of the training instances �si , sj/ , we set m to 10 and we choose one of the 10-best hypotheses as the second element of the pair , sj , thus generating 10 different pairs . | Text : set | Annotation Set : [{'name': 'Creator', 'spans': [{'start': 11, 'end': 12, 'text': 'we'}]}, {'name': 'Created_entity', 'spans': [{'start': 13, 'end': 16, 'text': 'm to 10'}]}]",0,0,0,0,0
55,Buildings,316,"The first of these is argument indexing and its relationship to semantic role labelling , the second is semantic dependency structure . | Text : structure | Annotation Set : [{'name': 'Building', 'spans': [{'start': 20, 'end': 21, 'text': 'structure'}]}]","I have chosen to talk about this both because of its relationship with the currently popular task of semantic role labelling and because the DELPH-IN approach is now fairly stable after a quite considerable degree of experimentation . | Text : stable | Annotation Set : [{'name': 'Building', 'spans': [{'start': 29, 'end': 30, 'text': 'stable'}]}]","An ARG3 may occur without an instantiated ARG2 when a syntactically optional argument is missing -LRB- e.g. , Kim gave to the library -RRB- , but this is explicit in the linearised form -LRB- e.g. , give v -LRB- e , x , u , y -RRB- -RRB- . | Text : library | Annotation Set : [{'name': 'Building', 'spans': [{'start': 22, 'end': 23, 'text': 'library'}]}]","However this does nothing for semantic generalisation , blocks the use of argument labels in syntactic generalisations and leads to an extreme proliferation of lexical types when using typed feature structure formalisms -LRB- one type would be required per lexeme -RRB- . | Text : structure | Annotation Set : [{'name': 'Building', 'spans': [{'start': 30, 'end': 31, 'text': 'structure'}]}]","< newSection > 4 Dependency MRS The second main topic I want to address is a form of semantic dependency structure -LRB- DMRS : see wiki.delph-in.net for the evolving details -RRB- . | Text : structure | Annotation Set : [{'name': 'Building', 'spans': [{'start': 20, 'end': 21, 'text': 'structure'}]}]",0,0,0,0,0
56,Discussion,315,"However , while researchers have shown that it is sometimes possible to annotate corpora that capture features of interpretation , to provide empirical support for theories , as in -LRB- Eugenio et al. , 2000 -RRB- , or to build classifiers that assist in dialogue reasoning , as in -LRB- Jordan and Walker , 2005 -RRB- , it is rarely feasible to fully annotate the interpretations themselves . | Text : dialogue | Annotation Set : []","As an alternative to annotation , we argue here that dialogue systems can and should prepare their own training data by inference from underspecified models , which provide sets of candidate meanings , and from skilled engagement with their interlocutors , who know which meanings are right . | Text : dialogue | Annotation Set : []","As an alternative to annotation , we argue here that dialogue systems can and should prepare their own training data by inference from underspecified models , which provide sets of candidate meanings , and from skilled engagement with their interlocutors , who know which meanings are right . | Text : interlocutors | Annotation Set : [{'name': 'Interlocutor_1', 'spans': [{'start': 38, 'end': 39, 'text': 'their'}]}]","As subsequent utterances are interpreted in those contexts , ambiguities may ramify , cascade , or disappear , giving new insight into the pattern of activity that the interlocutor is engaged in . | Text : interlocutor | Annotation Set : []",The interlocutor 's answer may indicate not only what they mean now but also what they must have meant earlier when they used the original ambiguous utterance . | Text : interlocutor | Annotation Set : [],0,0,0,0,0
57,Operational_testing,314,"We train 2 PCFG grammars , one on each tagged version of the Treebank , and test them on the subset of the development set in which every token is completely covered by the KC Analyzer -LRB- 351 sentences -RRB- .7 The input to the parser is the yields and disambiguated pre-terminals of the trees to be parsed . | Text : test | Annotation Set : [{'name': 'Tester', 'spans': [{'start': 0, 'end': 1, 'text': 'We'}]}, {'name': 'Product', 'spans': [{'start': 17, 'end': 18, 'text': 'them'}]}]","To test this hypothesis , we use it to estimate p -LRB- tKC —* w -RRB- in some of our models . | Text : test | Annotation Set : [{'name': 'Product', 'spans': [{'start': 2, 'end': 4, 'text': 'this hypothesis'}]}]","We perform all our experiments on Version 2 of the Hebrew Treebank , and follow the train/test/dev split introduced in -LRB- Tsarfaty and Sima’an , 2007 -RRB- : section 1 is used for development , sections 2-12 for training , and section 13 is the test set , which we do not use in this work . | Text : test | Annotation Set : []","All the reported results are on the development set.10 After removal of empty sentences , we have 5241 sentences for training , and 483 for testing . | Text : testing | Annotation Set : []","In order to compare the performance of the model on the various tagset representations -LRB- TB tags , KC tags , Layered -RRB- , we remove from the test set 51 sentences in which at least one token is marked as not having any correct segmentation in the KC Analyzer . | Text : test | Annotation Set : []",0,0,0,0,0
58,Presence,312,"An example of unfolding tuple extraction , contrasted with the SAMT chunk-based rules construction , is presented in Figure 1 . | Text : presented | Annotation Set : [{'name': 'Location', 'spans': [{'start': 17, 'end': 20, 'text': 'in Figure 1'}]}]","Stage-by-stage RAM and time requirements are presented in Table 4 , while translation quality evaluation results can be found in Table 3 . | Text : presented | Annotation Set : [{'name': 'Location', 'spans': [{'start': 7, 'end': 10, 'text': 'in Table 4'}]}, {'name': 'Entity', 'spans': [{'start': 0, 'end': 5, 'text': 'Stage-by-stage RAM and time requirements'}]}]","Table 5 presents the comparative statistics of errors generated by the SAMT and the N-gram-based SMT systems . | Text : presents | Annotation Set : [{'name': 'Entity', 'spans': [{'start': 0, 'end': 2, 'text': 'Table 5'}]}]","We present two methods for parsing the voice query into different fields with particular emphasis on exploiting the ASR output beyond the 1-best hypothesis . | Text : present | Annotation Set : [{'name': 'Entity', 'spans': [{'start': 0, 'end': 1, 'text': 'We'}]}]","We present two different query parsing models in Section 4 and Section 5 and discuss experimental results in Section 6 . | Text : present | Annotation Set : [{'name': 'Entity', 'spans': [{'start': 0, 'end': 1, 'text': 'We'}]}]",0,0,0,0,0
59,Identicality,309,"For example , the word according caused other words in the same sentence to appear in the highlights nearly 25 % of the time . | Text : same | Annotation Set : [{'name': 'Type', 'spans': [{'start': 12, 'end': 13, 'text': 'sentence'}]}]","Of course , simply using the identities of words neglects the issue of lexical paraphrasing , e.g. , involving synonyms , which we address to some extent by using WordNet and other features described in this Section . | Text : identities | Annotation Set : [{'name': 'Type', 'spans': [{'start': 7, 'end': 9, 'text': 'of words'}]}]","AURUM has two types of features : sentence features , such as the position of the sentence or the existence of a negation word , receive the same value for the entire sentence . | Text : same | Annotation Set : [{'name': 'Type', 'spans': [{'start': 28, 'end': 29, 'text': 'value'}]}]","For the thresh experiment , the baseline always selected the same number of sentences as AURUM-thresh , but from the beginning of the article . | Text : same | Annotation Set : [{'name': 'Type', 'spans': [{'start': 11, 'end': 12, 'text': 'number'}]}]","An important aspect of web search is to be able to narrow down search results by distinguishing among people with the same name leading to multiple efforts focusing on web person name disambiguation in the literature -LRB- Mann and Yarowsky , 2003 ; Artiles et al. , 2007 , Cucerzan , 2007 -RRB- . | Text : same | Annotation Set : [{'name': 'Type', 'spans': [{'start': 22, 'end': 23, 'text': 'name'}]}]",0,0,0,0,0
60,Getting,299,"The relation between NLP and the humanities is worth reviewing , as a closer look into the way in which techniques such as text and link mining can demonstrate that the potential for mutual impact has gained in strength and diversity , and that important lessons can be learned for other application areas than the humanities . | Text : gained | Annotation Set : [{'name': 'Theme', 'spans': [{'start': 30, 'end': 35, 'text': 'the potential for mutual impact'}]}]","The data used in research in the domain of the humanities comes from a variety of sources : archives , musea -LRB- or in general cultural heritage collections -RRB- , libraries , etc . | Text : sources | Annotation Set : [{'name': 'Source', 'spans': [{'start': 16, 'end': 17, 'text': 'sources'}]}]","But whatever the genesis is of annotations capturing the semantics of an entire document , they are a very valuable source for the training of automatic classifiers . | Text : source | Annotation Set : [{'name': 'Source', 'spans': [{'start': 15, 'end': 16, 'text': 'they'}]}, {'name': 'Descriptor', 'spans': [{'start': 18, 'end': 20, 'text': 'very valuable'}]}]","Various kinds of multimedia collections can be a primary source of information for humanities researchers , in particular if there is a substantial amount of spoken word content , e.g. , broadcast news archives , and even more prominently : oral history collections . | Text : source | Annotation Set : [{'name': 'Source', 'spans': [{'start': 9, 'end': 10, 'text': 'source'}]}, {'name': 'Theme', 'spans': [{'start': 10, 'end': 12, 'text': 'of information'}]}]","Research has shown that the quality of the automatically generated speech transcriptions , and as a consequence also the index quality , can increase if the language models applied have been optimised to both the available metadata -LRB- in particular on the named entities in the annotations -RRB- and the collateral sources available -LRB- Huijbregts et al. , 2007 -RRB- . | Text : sources | Annotation Set : [{'name': 'Source', 'spans': [{'start': 51, 'end': 52, 'text': 'sources'}]}, {'name': 'Theme', 'spans': [{'start': 50, 'end': 51, 'text': 'collateral'}]}]",0,0,0,0,0
